,country_name,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government
0,Albania,2017,4.639548302,9.454930305,0.637698293,69.05000305,0.74961102,-0.028629376,0.876134634,0.547240436,0.33388412,0.457737535
1,Albania,2018,5.004402637,9.496804237,0.683591664,69.07499695,0.824212313,0.009069982,0.899129391,0.592044652,0.318996727,0.435337961
2,Albania,2019,4.995317936,9.521978378,0.686364889,69.09999847,0.777351439,-0.099057563,0.914284289,0.548189282,0.273827374,0.336627871
3,Albania,2020,5.364909649,9.487400055,0.710115016,69.125,0.75367105,0.006331214,0.891358972,0.563486159,0.265066117,0.373402834
4,Albania,2021,5.25548172,9.562287331,0.70188278,69.15000153,0.827452719,0.044741828,0.896126628,0.553830087,0.25365448,0.472924024
5,Argentina,2017,6.039330006,10.06888008,0.906699121,67.0,0.831966162,-0.187793866,0.841052473,0.715182364,0.291717261,0.305430293
6,Argentina,2018,5.792796612,10.03219891,0.899911582,67.05000305,0.845894694,-0.212362573,0.855255246,0.73206991,0.320502073,0.261352271
7,Argentina,2019,6.085560799,10.00179768,0.89637053,67.09999847,0.817052603,-0.212645262,0.830459774,0.734905839,0.319054842,0.273853004
8,Argentina,2020,5.900567055,9.887899399,0.897103846,67.15000153,0.823391616,-0.126742944,0.815780461,0.679316759,0.342496932,0.430758089
9,Argentina,2021,5.908278942,9.955421448,0.882304549,67.19999695,0.819479346,-0.008816142,0.816256702,0.684860051,0.345131576,0.326574117
10,Australia,2017,7.25703764,10.78722477,0.949957848,70.75,0.910550177,0.315513879,0.411346525,0.728149831,0.225360975,0.45340696
11,Australia,2018,7.17699337,10.80016899,0.940137267,70.82499695,0.916028142,0.144675538,0.404647499,0.705982745,0.187456369,0.468836874
12,Australia,2019,7.233994961,10.80586433,0.942774355,70.90000153,0.917536914,0.118749149,0.430208653,0.726976216,0.202190071,0.468700022
13,Australia,2020,7.137367725,10.79323864,0.936517,70.97499847,0.905282974,0.205083221,0.491094828,0.725688934,0.205077678,0.446422249
14,Australia,2021,7.111598969,10.81834221,0.91975528,71.05000305,0.912402213,0.237517536,0.453676045,0.739800155,0.235314175,0.519226372
15,Austria,2017,7.293727875,10.89993763,0.906217813,70.65000153,0.890030563,0.131007552,0.518303812,0.698889375,0.18026872,0.43590793
16,Austria,2018,7.396001816,10.91977501,0.911668122,70.77500153,0.904111981,0.051337708,0.52306056,0.694627702,0.226058796,0.488678724
17,Austria,2019,7.195361137,10.93013,0.964488804,70.90000153,0.90342766,0.05765314,0.457088888,0.727341115,0.205169737,0.512338281
18,Austria,2020,7.213489056,10.85622025,0.924831212,71.02500153,0.911909878,0.008043503,0.463830173,0.716352284,0.206499651,0.626177847
19,Austria,2021,7.079640865,10.89209175,0.862975955,71.15000153,0.794845939,0.161673456,0.500808597,0.721865237,0.259080172,0.61045897
20,Benin,2017,4.853180885,8.021097183,0.435878992,54.90000153,0.72680825,-0.064950399,0.767234623,0.59782958,0.457920343,0.615089297
21,Benin,2018,5.81982708,8.058574677,0.503544033,55.20000076,0.713264048,0.002149294,0.746510744,0.625308931,0.467871815,0.639219761
22,Benin,2019,4.976360798,8.09782505,0.442153931,55.5,0.770359993,-0.016165027,0.698346972,0.638348281,0.44139877,0.690226018
23,Benin,2020,4.407745838,8.10866642,0.506636083,55.79999924,0.783114672,-0.083990186,0.531883657,0.556501985,0.304512441,0.806810319
24,Benin,2021,4.493431091,8.140853882,0.435524195,56.09999847,0.724061847,-0.013507844,0.6125471,0.596800864,0.434594899,0.762415886
25,Bolivia,2017,5.65055275,9.038804054,0.778661788,63.0,0.883904934,-0.121300541,0.819261968,0.655216575,0.43394354,0.427632958
26,Bolivia,2018,5.915734291,9.065954208,0.827159464,63.15000153,0.863246858,-0.093821533,0.786044598,0.705477774,0.387468874,0.399588227
27,Bolivia,2019,5.67427063,9.073887825,0.7843014,63.29999924,0.88131094,-0.086626269,0.857220411,0.700826466,0.419328213,0.300631315
28,Bolivia,2020,5.559258938,8.967653275,0.804810882,63.45000076,0.877031922,-0.052450921,0.868208289,0.728823423,0.381791174,0.168832317
29,Bolivia,2021,5.56862402,9.007940292,0.797810495,63.59999847,0.861731231,-0.054499056,0.812174439,0.721001804,0.403487325,0.385875583
30,Bosnia and Herzegovina,2017,5.089902401,9.529072762,0.775295258,67.09999847,0.563798666,0.090583712,0.923343062,0.52663964,0.270745516,0.126379713
31,Bosnia and Herzegovina,2018,5.887401104,9.574061394,0.835889578,67.15000153,0.658846438,0.122005023,0.912857771,0.567694068,0.277365059,0.254097164
32,Bosnia and Herzegovina,2019,6.01552248,9.608901024,0.873141944,67.19999695,0.72156322,0.077898346,0.96290803,0.544666409,0.238068551,0.167970508
33,Bosnia and Herzegovina,2020,5.515816212,9.582542419,0.898518682,67.25,0.740250826,0.136582226,0.916052163,0.601870954,0.325412303,0.244549632
34,Bosnia and Herzegovina,2021,5.748823166,9.627624512,0.859953582,67.30000305,0.758979201,0.281281054,0.920913935,0.604092598,0.305352151,0.225852832
35,Brazil,2017,6.332929134,9.583600044,0.904694259,65.05000305,0.764792562,-0.176581889,0.794457376,0.669117153,0.307716906,0.16549027
36,Brazil,2018,6.190921783,9.59344101,0.881505251,65.22499847,0.75060904,-0.118792601,0.763251305,0.676684558,0.349656254,0.16818665
37,Brazil,2019,6.451148987,9.599938393,0.899175048,65.40000153,0.830206037,-0.063963488,0.761840582,0.701250315,0.337051332,0.340850085
38,Brazil,2020,6.109717846,9.551372528,0.830832124,65.57499695,0.786235094,-0.056306385,0.728772223,0.65329963,0.38913855,0.362292409
39,Brazil,2021,6.009953499,9.593187332,0.814328671,65.75,0.791507721,0.090771444,0.738571405,0.661550403,0.407182962,0.327099293
40,Bulgaria,2017,5.096901894,9.974409103,0.94175458,66.09999847,0.689047039,-0.156293616,0.910799742,0.541951478,0.188637346,0.326087952
41,Bulgaria,2018,5.098813534,10.00812149,0.923853278,66.19999695,0.724335909,-0.178084925,0.952014446,0.553910315,0.189090982,0.218995899
42,Bulgaria,2019,5.108438015,10.05474281,0.948204398,66.30000305,0.821929872,-0.110997088,0.942806482,0.576582789,0.199888319,0.268381834
43,Bulgaria,2020,5.597723007,10.01588249,0.916242361,66.40000153,0.818224788,-0.007958431,0.900632977,0.642387509,0.221351057,0.273983628
44,Bulgaria,2021,5.421693325,10.05412579,0.883621037,66.5,0.841188073,-0.010516754,0.891248465,0.646759868,0.252776712,0.224526197
45,Burkina Faso,2017,4.646891117,7.622853279,0.784761369,54.15000153,0.613774717,-0.062504865,0.727451324,0.579846919,0.353821069,0.540656149
46,Burkina Faso,2018,4.92723608,7.658139706,0.664859474,54.52500153,0.720743477,-0.012337049,0.757398605,0.656122029,0.342865527,0.622255087
47,Burkina Faso,2019,4.740892887,7.685016155,0.683102369,54.90000153,0.677546859,-0.003277031,0.729396582,0.65623343,0.364775389,0.703626156
48,Burkina Faso,2020,4.639639854,7.675902843,0.667708993,55.27500153,0.750226498,0.122931212,0.808745325,0.604512036,0.388477534,0.703824639
49,Burkina Faso,2021,4.635508537,7.713550568,0.6575436,55.65000153,0.64410162,0.067472264,0.736158907,0.619715929,0.363105804,0.620851576
50,Cameroon,2017,5.07405138,8.206615448,0.69459641,53.15000153,0.766945004,-0.030739371,0.84358561,0.632240534,0.377498746,0.578775525
51,Cameroon,2018,5.250737667,8.219285965,0.676825225,53.82500076,0.816304982,0.033338852,0.884441614,0.629664183,0.355642408,0.6452263
52,Cameroon,2019,4.936737537,8.227604866,0.710964739,54.5,0.711500287,-0.009756331,0.817170262,0.606392264,0.326395005,0.546259165
53,Cameroon,2020,5.2410779,8.206968307,0.720046639,55.17499924,0.674509168,0.046819616,0.836517215,0.626284778,0.386478961,0.498690844
54,Cameroon,2021,4.962747574,8.215063095,0.694936395,55.84999847,0.715301752,-0.023982672,0.848717153,0.612028599,0.346513718,0.563208461
55,Canada,2017,7.414868355,10.78554058,0.93374896,71.19999695,0.945145011,0.1608188,0.362034321,0.799357772,0.21798116,0.652735949
56,Canada,2018,7.175496578,10.79542065,0.922718763,71.25,0.9457829,0.10371729,0.371740848,0.772559404,0.259397656,0.610466897
57,Canada,2019,7.1090765,10.79971313,0.925303996,71.30000305,0.911525607,0.109055623,0.436434418,0.780721545,0.284833759,0.549280941
58,Canada,2020,7.024904728,10.73422432,0.930610716,71.34999847,0.8868922,0.046791039,0.434012353,0.738485336,0.306673735,0.600424111
59,Canada,2021,6.939435482,10.77074814,0.926076412,71.40000153,0.898229182,0.193240881,0.383990496,0.762826681,0.276232809,0.610411167
60,Chile,2017,6.320119381,10.10523224,0.879840791,69.69999695,0.790116489,-0.024355914,0.835987508,0.764839888,0.291042089,0.268283308
61,Chile,2018,6.436220646,10.12778664,0.890084922,69.84999847,0.78853035,-0.06389524,0.816297412,0.75546813,0.275820225,0.334744155
62,Chile,2019,5.942250252,10.12533379,0.869121909,70.0,0.659176767,-0.106856108,0.860491574,0.740561962,0.337243795,0.152523443
63,Chile,2020,6.150642872,10.05726051,0.888412297,70.15000153,0.781383574,0.028466886,0.811818838,0.752884626,0.336028606,0.171463788
64,Chile,2021,6.435630798,10.16244316,0.891460538,70.30000305,0.80341506,-0.049180858,0.858552754,0.735079885,0.220878571,0.232144803
65,Colombia,2017,6.157341957,9.55897522,0.909249961,68.65000153,0.837554634,-0.157816932,0.87501812,0.790257096,0.299308956,0.221882597
66,Colombia,2018,5.983512402,9.569052696,0.870970428,68.82499695,0.850765765,-0.149190634,0.854820907,0.774537921,0.300624102,0.274869502
67,Colombia,2019,6.350297928,9.587769508,0.872578919,69.0,0.821500719,-0.172856137,0.853646159,0.790579498,0.321806282,0.327981085
68,Colombia,2020,5.70917511,9.506654739,0.797035217,69.17500305,0.840186119,-0.086797014,0.807964027,0.758542895,0.340158582,0.373634368
69,Colombia,2021,5.289958477,9.587848663,0.792830646,69.34999847,0.774668455,-0.06074876,0.831330955,0.75165838,0.348332316,0.289148897
70,Congo (Brazzaville),2017,4.883991241,8.351058006,0.655440509,55.54999924,0.777783453,-0.145448193,0.76278311,0.573506653,0.381640553,0.469826549
71,Congo (Brazzaville),2018,5.490214348,8.275994301,0.620622933,55.875,0.69870007,-0.102466546,0.738020182,0.571407259,0.447646171,0.473673612
72,Congo (Brazzaville),2019,5.212622643,8.249497414,0.624768078,56.20000076,0.686451972,-0.056822121,0.74058944,0.594482303,0.40504083,0.541197777
73,Congo (Brazzaville),2020,5.079139233,8.141469002,0.596515119,56.52500153,0.760727525,-0.020143436,0.727796018,0.572090924,0.434675574,0.580636084
74,Congo (Brazzaville),2021,4.920531273,8.103173256,0.567651093,56.84999847,0.737661481,-0.018990656,0.732729912,0.567556679,0.420455933,0.522122145
75,Costa Rica,2017,7.22518158,9.920690536,0.92169714,70.0,0.93561846,-0.08243835,0.742350757,0.790628314,0.275440067,0.407448441
76,Costa Rica,2018,7.141074657,9.936565399,0.875872433,70.0,0.941888332,-0.113171995,0.781301796,0.801593184,0.32586664,0.479977787
77,Costa Rica,2019,6.997618675,9.949298859,0.906077445,70.0,0.926830113,-0.152325004,0.835628331,0.791270852,0.303327233,0.283023864
78,Costa Rica,2020,6.338472366,9.898633003,0.834199548,70.0,0.889399767,-0.134908438,0.772164285,0.758924901,0.349548459,0.298230559
79,Costa Rica,2021,6.408448219,9.938294411,0.87605232,70.0,0.886652231,-0.023066543,0.781826913,0.774057925,0.317840338,0.315308332
80,Croatia,2017,5.343165874,10.20928288,0.770309687,68.25,0.715822279,-0.107843883,0.89155972,0.61825645,0.316488236,0.211000666
81,Croatia,2018,5.536271095,10.24680519,0.909806848,68.42500305,0.690855622,-0.154427677,0.925408304,0.512389958,0.290375978,0.248180911
82,Croatia,2019,5.625743866,10.28657341,0.935988724,68.59999847,0.739300609,-0.141524747,0.931614637,0.503806353,0.269154519,0.286501437
83,Croatia,2020,6.507992268,10.20655823,0.922913492,68.77500153,0.836657643,-0.067890555,0.960939288,0.681406796,0.285609752,0.208485767
84,Croatia,2021,6.286790371,10.30044937,0.917741537,68.94999695,0.841837883,0.009498014,0.933650374,0.640148699,0.274197161,0.251287937
85,Denmark,2017,7.593702316,10.92155266,0.952100098,70.75,0.955416322,0.152372763,0.18114756,0.778525174,0.205775306,0.572353303
86,Denmark,2018,7.648785591,10.93629456,0.958218873,70.875,0.935437799,0.015203916,0.150607437,0.773032844,0.20605281,0.632478476
87,Denmark,2019,7.693003178,10.95363903,0.957706392,71.0,0.963318408,0.017636368,0.174150586,0.796859503,0.181070626,0.632999003
88,Denmark,2020,7.514631271,10.92988586,0.947371364,71.125,0.937931836,0.048180155,0.213841751,0.752573669,0.227101892,0.715797603
89,Denmark,2021,7.698747158,10.97297955,0.944926739,71.25,0.933439255,0.132816002,0.172680944,0.7918908,0.20642221,0.651709735
90,Dominican Republic,2017,5.605202675,9.725279808,0.894368112,63.59999847,0.855359018,-0.123023123,0.760489643,0.710005045,0.274745524,0.459901333
91,Dominican Republic,2018,5.433215618,9.781986237,0.861986339,63.79999924,0.866641581,-0.151908666,0.76227355,0.719369948,0.291403025,0.42177102
92,Dominican Republic,2019,6.004237175,9.820806503,0.884089887,64.0,0.87740624,-0.124324948,0.745615363,0.747007906,0.26405412,0.408698589
93,Dominican Republic,2020,5.168409824,9.741146088,0.806117654,64.19999695,0.834642947,-0.125036806,0.636116564,0.723668039,0.313928306,0.633733928
94,Dominican Republic,2021,6.030537128,9.834504128,0.857106984,64.40000153,0.859358311,-0.084483601,0.677408218,0.73365891,0.275468111,0.574958026
95,Ecuador,2017,5.839518547,9.360302925,0.848941743,68.0,0.879128158,-0.168256253,0.733588755,0.793201208,0.314343482,0.640512884
96,Ecuador,2018,6.128010273,9.355457306,0.851345003,68.25,0.869363725,-0.100386731,0.830743194,0.817419887,0.328171045,0.402085185
97,Ecuador,2019,5.809131145,9.338787079,0.808485806,68.5,0.829573691,-0.116003864,0.839495003,0.750073195,0.373558193,0.208093628
98,Ecuador,2020,5.35446167,9.242730141,0.804008543,68.75,0.828511536,-0.158119455,0.854780495,0.754971027,0.416027963,0.225619465
99,Ecuador,2021,5.43487215,9.26595211,0.785531878,69.0,0.821025372,-0.080462657,0.774508297,0.741730273,0.40317139,0.412493259
100,El Salvador,2017,6.339318275,9.042401314,0.82895261,64.19999695,0.757827342,-0.172806382,0.777748585,0.800489426,0.268448353,0.270235062
101,El Salvador,2018,6.241199493,9.061340332,0.820299745,64.55000305,0.863334596,-0.09621273,0.800699532,0.817010224,0.26958558,0.368898541
102,El Salvador,2019,6.454820633,9.079789162,0.764390528,64.90000153,0.877390683,-0.109806202,0.68157649,0.826422155,0.271475047,0.717041671
103,El Salvador,2020,5.461926937,8.985022545,0.695624352,65.25,0.923944831,-0.12492907,0.583036363,0.810526609,0.329439789,0.803478181
104,El Salvador,2021,6.431447029,9.05728817,0.796106219,65.59999847,0.914903879,-0.075257853,0.663288593,0.825840414,0.289976716,0.702381134
105,Estonia,2017,5.938395977,10.42886448,0.93568635,68.75,0.861749232,-0.10285075,0.668402255,0.740096331,0.160164103,0.405946255
106,Estonia,2018,6.091302395,10.46589088,0.932693779,68.97499847,0.885618389,-0.143167883,0.620677948,0.730264843,0.16318211,0.420202583
107,Estonia,2019,6.034641266,10.5023222,0.934064329,69.19999695,0.886504352,-0.097410277,0.575754166,0.73842895,0.156279013,0.403306544
108,Estonia,2020,6.452563763,10.46923733,0.957770467,69.42500305,0.954200566,-0.085300229,0.397834778,0.761690438,0.187679499,0.46480599
109,Estonia,2021,6.553915501,10.55838966,0.945865035,69.65000153,0.925818324,0.049557805,0.441425771,0.760608435,0.176258042,0.519263983
110,Finland,2017,7.788251877,10.7699604,0.963826418,70.84999847,0.962198973,-0.004811105,0.192412779,0.755857646,0.176065788,0.59753859
111,Finland,2018,7.85810709,10.77998829,0.962155044,70.92500305,0.937807381,-0.129722193,0.198604837,0.748826444,0.181780651,0.555102229
112,Finland,2019,7.780347824,10.79223537,0.93741554,71.0,0.947616696,-0.054119188,0.195338428,0.732282341,0.180732876,0.63918817
113,Finland,2020,7.889349937,10.7614584,0.961620748,71.07499695,0.962423682,-0.118853144,0.163635895,0.74793905,0.192897573,0.808632851
114,Finland,2021,7.794377804,10.7945528,0.97028929,71.15000153,0.96318984,-0.035728443,0.191753656,0.75161171,0.175448626,0.713731229
115,France,2017,6.635222435,10.70497513,0.931494594,71.90000153,0.83389014,-0.125517383,0.601486027,0.715806305,0.241983935,0.37479353
116,France,2018,6.665903568,10.72070885,0.921463072,72.0,0.816377223,-0.139936969,0.581775308,0.705308378,0.282451361,0.380547434
117,France,2019,6.689644337,10.73678303,0.958348095,72.09999847,0.827240825,-0.135421589,0.568272293,0.692844808,0.250415534,0.381849229
118,France,2020,6.714111805,10.65285397,0.947354019,72.19999695,0.823386312,-0.172077149,0.564640582,0.68962425,0.23095043,0.410406649
119,France,2021,6.656206608,10.71656609,0.914597511,72.30000305,0.836917698,-0.100719824,0.56081295,0.684601307,0.268417448,0.433520496
120,Gabon,2017,4.782382965,9.616261482,0.806941152,56.95000076,0.652359545,-0.229502648,0.868305504,0.637974918,0.446124285,0.286989242
121,Gabon,2018,4.783009052,9.598570824,0.78482759,57.27500153,0.719135404,-0.198381901,0.82286346,0.613811791,0.417660981,0.311373711
122,Gabon,2019,4.914393425,9.612189293,0.763051689,57.59999847,0.736349881,-0.204340994,0.84625423,0.638376653,0.412960976,0.354912966
123,Gabon,2020,4.88654995,9.569471359,0.701217532,57.92499924,0.52837491,-0.192087099,0.788709342,0.567638814,0.41603604,0.337647468
124,Gabon,2021,5.075422287,9.559962273,0.75387162,58.25,0.699056685,-0.204959437,0.765906811,0.620008111,0.36192885,0.448331118
125,Georgia,2017,4.45077467,9.517067909,0.590495169,64.44999695,0.820908785,-0.245254889,0.589631975,0.495819479,0.209639609,0.296396226
126,Georgia,2018,4.659097195,9.564751625,0.617218554,64.57499695,0.7751441,-0.234125003,0.754853785,0.479062021,0.243778914,0.300006181
127,Georgia,2019,4.89183569,9.615089417,0.674976051,64.69999695,0.81053412,-0.261063099,0.647223175,0.502834857,0.243710026,0.405210346
128,Georgia,2020,5.123143196,9.546748161,0.71834594,64.82499695,0.764352381,-0.22091116,0.582734704,0.572584391,0.294512063,0.518526018
129,Georgia,2021,4.911273479,9.648091316,0.670689464,64.94999695,0.777061343,-0.285530955,0.723406911,0.509632826,0.240043506,0.443020523
130,Germany,2017,7.074324608,10.87939453,0.892166078,70.5,0.840727866,0.142413303,0.414021194,0.707113683,0.196434811,0.622935653
131,Germany,2018,7.118364334,10.88719082,0.919763148,70.69999695,0.8768875,0.031526014,0.495673954,0.740174949,0.243214577,0.592990577
132,Germany,2019,7.035472393,10.89543533,0.885667324,70.90000153,0.884751558,0.054287467,0.46225515,0.712461114,0.22617121,0.568460405
133,Germany,2020,7.311897755,10.84688759,0.905080497,71.09999847,0.864356041,-0.063618965,0.424088776,0.698266089,0.205927119,0.654063106
134,Germany,2021,6.754523754,10.87341213,0.86758256,71.30000305,0.778439999,0.07768628,0.417581916,0.70333302,0.251194686,0.604759932
135,Ghana,2017,5.481310844,8.540109634,0.669111073,57.25,0.783046365,0.076572515,0.838609993,0.714789271,0.247518942,0.670288563
136,Ghana,2018,5.003693104,8.578335762,0.760716796,57.625,0.816680491,0.060036652,0.846328497,0.715819657,0.250001252,0.623060167
137,Ghana,2019,4.96680975,8.619757652,0.746247828,58.0,0.787447751,0.113771118,0.85666585,0.644655406,0.269940108,0.578076839
138,Ghana,2020,5.31948328,8.602586746,0.642703354,58.375,0.823720038,0.198195651,0.847024918,0.674681187,0.252728432,0.61885488
139,Ghana,2021,4.377950668,8.621863365,0.63272965,58.75,0.730264723,0.108457863,0.887770474,0.58759433,0.295109749,0.521073401
140,Greece,2017,5.14824152,10.26133156,0.752899528,70.65000153,0.438300014,-0.290921479,0.87223947,0.51590848,0.332830757,0.139880896
141,Greece,2018,5.40928936,10.27990723,0.793500781,70.77500153,0.564455688,-0.335739225,0.860302389,0.563627839,0.255006582,0.157048658
142,Greece,2019,5.952157497,10.29883575,0.890809536,70.90000153,0.613584101,-0.289313048,0.848003805,0.559758365,0.235946462,0.396424621
143,Greece,2020,5.787615776,10.20487785,0.778536558,71.02500153,0.56461364,-0.242127046,0.764324546,0.629382133,0.321684211,0.397469759
144,Greece,2021,6.104214191,10.26983833,0.85032618,71.15000153,0.574029803,-0.155177593,0.751816869,0.623556495,0.310851872,0.401736408
145,Hungary,2017,6.065038681,10.29218388,0.876747549,66.90000153,0.661165953,-0.141345143,0.886361301,0.643605471,0.180921271,0.377770513
146,Hungary,2018,5.935770988,10.34565926,0.940591395,67.05000305,0.692627072,-0.244881332,0.911277413,0.59467715,0.201082885,0.388044029
147,Hungary,2019,6.000259876,10.39064598,0.94651556,67.19999695,0.798041046,-0.196938932,0.883571446,0.652892768,0.180348128,0.483934194
148,Hungary,2020,6.038049698,10.34495068,0.943400383,67.34999847,0.77096808,-0.123248726,0.836105108,0.661645353,0.24005194,0.428733259
149,Hungary,2021,6.226647854,10.413867,0.947892129,67.5,0.727489948,-0.041736327,0.831555367,0.668148637,0.191949174,0.416566133
150,India,2017,4.046111107,8.729546547,0.606767476,59.70000076,0.88585043,-0.04242168,0.780802786,0.578831077,0.317936778,0.8392784
151,India,2018,3.818068743,8.782452583,0.638051987,60.0,0.890443385,0.08380115,0.80526334,0.590560198,0.357458085,0.753280878
152,India,2019,3.24876976,8.811940193,0.560780764,60.29999924,0.875540316,0.111500815,0.751979411,0.560403168,0.466335624,0.78970331
153,India,2020,4.223865509,8.726764679,0.616411507,60.59999847,0.906415939,0.072429791,0.780127108,0.686477244,0.383293122,0.798643291
154,India,2021,3.558253765,8.807804108,0.569732904,60.90000153,0.866110921,0.056761485,0.756820023,0.547308445,0.429137886,0.785475373
155,Indonesia,2017,5.098401546,9.299781799,0.795589209,62.54999924,0.865026295,0.486710787,0.900416434,0.781277835,0.319171578,0.825765371
156,Indonesia,2018,5.340295792,9.338885307,0.809378862,62.67499924,0.879374385,0.510791004,0.867729425,0.7960307,0.295986801,0.837602735
157,Indonesia,2019,5.346512794,9.376869202,0.80191803,62.79999924,0.865859151,0.55411315,0.860784769,0.800203919,0.301702797,0.782263815
158,Indonesia,2020,4.828147411,9.345304489,0.750896156,62.92499924,0.85332638,0.53391695,0.913812995,0.742214978,0.351377964,0.773202956
159,Indonesia,2021,5.43317318,9.367486954,0.816924691,63.04999924,0.884855866,0.545828223,0.845080256,0.798546731,0.27275306,0.840339124
160,Ireland,2017,7.060155392,11.26124382,0.943481982,70.90000153,0.905341148,0.213817194,0.33708474,0.771208107,0.212784126,0.603799641
161,Ireland,2018,6.962335587,11.33530903,0.937862396,71.0,0.861471593,0.140902087,0.362210244,0.753603339,0.213050067,0.618405282
162,Ireland,2019,7.254841328,11.36963272,0.943726361,71.09999847,0.892458677,0.070615135,0.372803569,0.758422494,0.223299861,0.581215978
163,Ireland,2020,7.034930706,11.41448212,0.960311055,71.19999695,0.882098258,0.004125291,0.355632722,0.752608776,0.246447265,0.588148296
